FUND,,Security Code,Name of Security,Quantity (Share),Buy/Sell,Broker,Trade Date,Settlement Date,Avg. Dealing Price
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,700 HK,TENCENT,45800,Buy,GOLDMAN SACHS,1/3/2018,1/5/2018,426.2262
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2018 HK,AAC TECHNOLOGIES,60000,Buy,DEUTSCHE BANK,1/3/2018,1/5/2018,151.4517
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,700 HK,TENCENT,70000,Buy,MORGAN STANLEY,1/3/2018,1/5/2018,425.4
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1299 HK,AIA,200000,Buy,JEFFERIES HONG KONG LIMITED,1/3/2018,1/5/2018,67.8047
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3898 HK,ZHUZHOU CRRC T-H,373200,Buy,GOLDMAN SACHS,1/3/2018,1/5/2018,52.2522
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,688 HK,CHINA OVERSEAS,1000000,Buy,CHINA EVERBRIGHT SECURITIES,1/3/2018,1/5/2018,26.977
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2338 HK,WEICHAI POWER-H,1680000,Buy,CREDIT SUISSE,1/3/2018,1/5/2018,9.05
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3988 HK,BANK OF CHINA-H,3000000,Buy,CLSA LIMITED,1/3/2018,1/5/2018,3.96
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3988 HK,BANK OF CHINA-H,4000000,Buy,CLSA LIMITED,1/3/2018,1/5/2018,3.97
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3988 HK,BANK OF CHINA-H,14735000,Buy,CLSA LIMITED,1/3/2018,1/5/2018,3.9704
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,BABA US,ALIBABA GRP-ADR,27166,Buy,MORGAN STANLEY,1/3/2018,1/5/2018,185.11
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,JD US,JD.COM INC-ADR,57636,Buy,MORGAN STANLEY,1/3/2018,1/5/2018,43.72
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,522 HK,ASM PACIFIC,60000,Buy,CREDIT SUISSE,1/4/2018,1/8/2018,110.7405
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1 HK,CKH HOLDINGS,300000,Buy,MORGAN STANLEY,1/4/2018,1/8/2018,99.1875
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3898 HK,ZHUZHOU CRRC T-H,373400,Buy,GF SECURITIES BROKERAGE LIMITED,1/4/2018,1/8/2018,52.9286
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2338 HK,WEICHAI POWER-H,605000,Buy,HAITONG SECURITIES COMPANY LIMITED,1/4/2018,1/8/2018,8.9307
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,BABA US,ALIBABA GRP-ADR,20000,Buy,MORGAN STANLEY,1/4/2018,1/8/2018,186.9071
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2689 HK,NINE DRAGONS PAP,2379000,Buy,MORGAN STANLEY,1/5/2018,1/9/2018,12.3316
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2588 HK,BOC AVIATION LTD,214100,Sell,CHINA MERCHANTS SECS 11490,1/5/2018,1/9/2018,42.5133
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2601 HK,CHINA PACIFIC-H,300000,Sell,MORGAN STANLEY,1/5/2018,1/9/2018,38.5098
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2588 HK,BOC AVIATION LTD,102300,Sell,CHINA MERCHANTS SECS 11490,1/8/2018,1/10/2018,42.5147
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3988 HK,BANK OF CHINA-H,3000000,Buy,MORGAN STANLEY,1/9/2018,1/11/2018,4
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2588 HK,BOC AVIATION LTD,351500,Sell,CHINA MERCHANTS SECS 11490,1/9/2018,1/11/2018,42.5007
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1177 HK,SINO BIOPHARM,500000,Buy,MORGAN STANLEY,1/10/2018,1/12/2018,14.613
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2588 HK,BOC AVIATION LTD,811400,Sell,CHINA MERCHANTS SECS 11490,1/10/2018,1/12/2018,44.1955
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,670 HK,CHINA EAST AIR-H,50000,Buy,CITIGROUP GLOBAL MARKET,1/12/2018,1/16/2018,6.5
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,670 HK,CHINA EAST AIR-H,1000000,Buy,DEUTSCHE BANK,1/15/2018,1/17/2018,6.3971
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1766 HK,CRRC CORP LTD -H,1000000,Buy,CHINA INTL CAPITAL CORP,1/15/2018,1/17/2018,8.0467
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,670 HK,CHINA EAST AIR-H,2000000,Buy,CITIGROUP GLOBAL MARKET,1/15/2018,1/17/2018,6.4789
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2318 HK,PING AN,200000,Buy,UBS,1/16/2018,1/18/2018,90.7318
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2318 HK,PING AN,237000,Buy,CITIGROUP GLOBAL MARKET,1/16/2018,1/18/2018,90.6493
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,670 HK,CHINA EAST AIR-H,600000,Buy,DEUTSCHE BANK,1/16/2018,1/18/2018,6.2388
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,670 HK,CHINA EAST AIR-H,1000000,Buy,CREDIT SUISSE,1/16/2018,1/18/2018,6.2986
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,939 HK,CCB-H,3745000,Buy,CHINA CONSTRUCTION BANK,1/16/2018,1/18/2018,7.94
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,BIDU US,BAIDU INC-SP ADR,40044,Buy,CREDIT SUISSE,1/16/2018,1/18/2018,260.8779
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,696 HK,TRAVELSKY TECH-H,397000,Sell,CREDIT SUISSE,1/17/2018,1/19/2018,25.0535
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1336 HK,NEW CHINA LIFE-H,543000,Sell,CHINA INTL CAPITAL CORP,1/17/2018,1/19/2018,55.211
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,688 HK,CHINA OVERSEAS,700000,Sell,CITIGROUP GLOBAL MARKET,1/17/2018,1/19/2018,28.5501
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2689 HK,NINE DRAGONS PAP,1254000,Sell,DEUTSCHE BANK,1/17/2018,1/19/2018,12.8177
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,151 HK,WANT WANT CHINA,500000,Buy,BANK OF AMERICA MERRILL LYNCH,1/18/2018,1/22/2018,6.6521
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,670 HK,CHINA EAST AIR-H,1000000,Buy,CLSA LIMITED,1/18/2018,1/22/2018,6.2998
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,388 HK,HKEX,20000,Buy,CREDIT SUISSE,1/19/2018,1/23/2018,295.952
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2018 HK,AAC TECHNOLOGIES,50000,Buy,CREDIT SUISSE,1/19/2018,1/23/2018,135.064
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,670 HK,CHINA EAST AIR-H,500000,Buy,BANK OF AMERICA MERRILL LYNCH,1/19/2018,1/23/2018,6.4016
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2601 HK,CHINA PACIFIC-H,200000,Sell,DEUTSCHE BANK,1/19/2018,1/23/2018,39.9706
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1766 HK,CRRC CORP LTD -H,307000,Sell,BANK OF AMERICA MERRILL LYNCH,1/19/2018,1/23/2018,7.95
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3988 HK,BANK OF CHINA-H,2267000,Buy,JEFFERIES HONG KONG LIMITED,1/22/2018,1/24/2018,4.43
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3988 HK,BANK OF CHINA-H,2300000,Buy,DEUTSCHE BANK,1/22/2018,1/24/2018,4.43
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,939 HK,CCB-H,2389000,Buy,CREDIT SUISSE,1/22/2018,1/24/2018,8.4451
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,522 HK,ASM PACIFIC,60000,Sell,UBS,1/22/2018,1/24/2018,112.4275
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2018 HK,AAC TECHNOLOGIES,70000,Sell,MORGAN STANLEY,1/22/2018,1/24/2018,135.7164
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,696 HK,TRAVELSKY TECH-H,397000,Sell,CITIGROUP GLOBAL MARKET,1/22/2018,1/24/2018,25.4623
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1766 HK,CRRC CORP LTD -H,500000,Sell,CHINA CONSTRUCTION BANK,1/22/2018,1/24/2018,7.9
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1114 HK,BRILLIANCE CHINA,1060000,Sell,GF SECURITIES BROKERAGE LIMITED,1/22/2018,1/24/2018,19.0472
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2689 HK,NINE DRAGONS PAP,1125000,Sell,BANK OF AMERICA MERRILL LYNCH,1/22/2018,1/24/2018,12.6144
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,291 HK,CHINA RESOURCES,328000,Buy,CHINA INTL CAPITAL CORP,1/23/2018,1/25/2018,31.2079
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1398 HK,ICBC-H,2000000,Buy,CHINA CONSTRUCTION BANK,1/23/2018,1/25/2018,7.2529
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3988 HK,BANK OF CHINA-H,2289000,Buy,CITIGROUP GLOBAL MARKET,1/23/2018,1/25/2018,4.44
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1398 HK,ICBC-H,3000000,Buy,UBS,1/23/2018,1/25/2018,7.195
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1398 HK,ICBC-H,3472000,Buy,DEUTSCHE BANK,1/23/2018,1/25/2018,7.2513
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1766 HK,CRRC CORP LTD -H,500000,Sell,BANK OF AMERICA MERRILL LYNCH,1/23/2018,1/25/2018,7.97
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1336 HK,NEW CHINA LIFE-H,515600,Sell,HAITONG SECURITIES COMPANY LIMITED,1/23/2018,1/25/2018,53.6191
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,696 HK,TRAVELSKY TECH-H,549000,Sell,BANK OF AMERICA MERRILL LYNCH,1/23/2018,1/25/2018,25.4668
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,688 HK,CHINA OVERSEAS,770000,Sell,CHINA MERCHANTS SECS 11490,1/23/2018,1/25/2018,30.1627
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,BABA US,ALIBABA GRP-ADR,14132,Buy,CREDIT SUISSE,1/23/2018,1/25/2018,185
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2688 HK,ENN ENERGY,185000,Buy,JEFFERIES HONG KONG LIMITED,1/24/2018,1/26/2018,55.9554
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1515 HK,CHINA RESOURCES,1837000,Buy,CHINA MERCHANTS SECS 11490,1/24/2018,1/26/2018,11.2765
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,388 HK,HKEX,60000,Sell,HAITONG SECURITIES COMPANY LIMITED,1/24/2018,1/26/2018,299.054
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,388 HK,HKEX,76100,Sell,CITIGROUP GLOBAL MARKET,1/24/2018,1/26/2018,300.2386
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2318 HK,PING AN,200000,Sell,CHINA CONSTRUCTION BANK,1/24/2018,1/26/2018,93.9283
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2318 HK,PING AN,237000,Sell,CLSA LIMITED,1/24/2018,1/26/2018,94.0883
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1766 HK,CRRC CORP LTD -H,500000,Sell,CHINA EVERBRIGHT SECURITIES,1/24/2018,1/26/2018,8.1154
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1766 HK,CRRC CORP LTD -H,500000,Sell,GF SECURITIES BROKERAGE LIMITED,1/24/2018,1/26/2018,8.2
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1088 HK,CHINA SHENHUA-H,500000,Sell,GOLDMAN SACHS,1/24/2018,1/26/2018,22.8779
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1088 HK,CHINA SHENHUA-H,500000,Sell,DEUTSCHE BANK,1/24/2018,1/26/2018,22.95
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,696 HK,TRAVELSKY TECH-H,568000,Sell,DAIWA CAPITAL,1/24/2018,1/26/2018,25.1994
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2338 HK,WEICHAI POWER-H,700000,Sell,CREDIT SUISSE,1/24/2018,1/26/2018,10.269
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1169 HK,HAIER ELECTRONIC,759000,Sell,CHINA INTL CAPITAL CORP,1/24/2018,1/26/2018,27.0366
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2319 HK,MENGNIU DAIRY,775000,Sell,UBS,1/24/2018,1/26/2018,26.3912
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1088 HK,CHINA SHENHUA-H,796000,Sell,BANK OF AMERICA MERRILL LYNCH,1/24/2018,1/26/2018,22.7864
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1515 HK,CHINA RESOURCES,143000,Buy,MORGAN STANLEY,1/25/2018,1/29/2018,10.88
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1515 HK,CHINA RESOURCES,167000,Buy,MORGAN STANLEY,1/25/2018,1/29/2018,10.88
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2688 HK,ENN ENERGY,360000,Buy,CHINA EVERBRIGHT SECURITIES,1/25/2018,1/29/2018,57.7044
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2318 HK,PING AN,400000,Buy,BANK OF AMERICA MERRILL LYNCH,1/25/2018,1/29/2018,92.9526
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,288 HK,WH GROUP LTD,2217000,Buy,UBS,1/25/2018,1/29/2018,9.348
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2338 HK,WEICHAI POWER-H,75000,Sell,DEUTSCHE BANK,1/25/2018,1/29/2018,10.32
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1766 HK,CRRC CORP LTD -H,109000,Sell,CREDIT SUISSE,1/25/2018,1/29/2018,8.2008
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3898 HK,ZHUZHOU CRRC T-H,200000,Sell,DAIWA CAPITAL,1/25/2018,1/29/2018,45.6881
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3898 HK,ZHUZHOU CRRC T-H,333200,Sell,CHINA CONSTRUCTION BANK,1/25/2018,1/29/2018,45.7717
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,696 HK,TRAVELSKY TECH-H,403000,Sell,CREDIT SUISSE,1/25/2018,1/29/2018,25.1566
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1766 HK,CRRC CORP LTD -H,500000,Sell,CHINA INTL CAPITAL CORP,1/25/2018,1/29/2018,8.1512
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2338 HK,WEICHAI POWER-H,600000,Sell,HAITONG SECURITIES COMPANY LIMITED,1/25/2018,1/29/2018,10.247
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1114 HK,BRILLIANCE CHINA,882000,Sell,CITIGROUP GLOBAL MARKET,1/25/2018,1/29/2018,18.6587
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3988 HK,BANK OF CHINA-H,1500000,Sell,MORGAN STANLEY,1/25/2018,1/29/2018,4.59
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1766 HK,CRRC CORP LTD -H,3736000,Sell,CHINA INTL CAPITAL CORP,1/25/2018,1/29/2018,8.1496
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,TAL US,TAL EDUCATIO-ADR,184434,Buy,DAIWA CAPITAL,1/25/2018,1/29/2018,32.0509
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2018 HK,AAC TECHNOLOGIES,70000,Buy,CITIGROUP GLOBAL MARKET,1/26/2018,1/30/2018,135.1221
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1038 HK,CKI HOLDINGS,291500,Buy,DEUTSCHE BANK,1/26/2018,1/30/2018,70.0295
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,291 HK,CHINA RESOURCES,500000,Buy,GOLDMAN SACHS,1/26/2018,1/30/2018,30.2084
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,386 HK,SINOPEC CORP-H,1000000,Buy,MORGAN STANLEY,1/26/2018,1/30/2018,6.9724
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,386 HK,SINOPEC CORP-H,1944000,Buy,CLSA LIMITED,1/26/2018,1/30/2018,6.9817
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,288 HK,WH GROUP LTD,2225500,Buy,CHINA INTL CAPITAL CORP,1/26/2018,1/30/2018,9.2589
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1515 HK,CHINA RESOURCES,202000,Sell,GF SECURITIES BROKERAGE LIMITED,1/26/2018,1/30/2018,12.1119
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2338 HK,WEICHAI POWER-H,400000,Sell,CITIGROUP GLOBAL MARKET,1/26/2018,1/30/2018,10.0492
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,696 HK,TRAVELSKY TECH-H,404000,Sell,JEFFERIES HONG KONG LIMITED,1/26/2018,1/30/2018,25.1254
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1114 HK,BRILLIANCE CHINA,816000,Sell,GF SECURITIES BROKERAGE LIMITED,1/26/2018,1/30/2018,18.5524
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,939 HK,CCB-H,2000000,Sell,GOLDMAN SACHS,1/26/2018,1/30/2018,8.7594
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,939 HK,CCB-H,2680000,Sell,DAIWA CAPITAL,1/26/2018,1/30/2018,8.75
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1766 HK,CRRC CORP LTD -H,3750000,Sell,CITIGROUP GLOBAL MARKET,1/26/2018,1/30/2018,8.0747
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1398 HK,ICBC-H,4194000,Sell,UBS,1/26/2018,1/30/2018,7.3648
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1398 HK,ICBC-H,4278000,Sell,CREDIT SUISSE,1/26/2018,1/30/2018,7.1776
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3988 HK,BANK OF CHINA-H,8788000,Sell,CHINA MERCHANTS SECS 11490,1/26/2018,1/30/2018,4.6566
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,388 HK,HKEX,15000,Buy,CREDIT SUISSE,1/29/2018,1/31/2018,292.3813
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2318 HK,PING AN,50000,Buy,BANK OF AMERICA MERRILL LYNCH,1/29/2018,1/31/2018,91.986
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,291 HK,CHINA RESOURCES,200000,Buy,CREDIT SUISSE,1/29/2018,1/31/2018,29.439
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,551 HK,YUE YUEN IND,150000,Sell,BANK OF AMERICA MERRILL LYNCH,1/29/2018,1/31/2018,35.8
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2338 HK,WEICHAI POWER-H,207000,Sell,BANK OF AMERICA MERRILL LYNCH,1/29/2018,1/31/2018,10.4013
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3898 HK,ZHUZHOU CRRC T-H,233600,Sell,CHINA EVERBRIGHT SECURITIES,1/29/2018,1/31/2018,44.1849
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,688 HK,CHINA OVERSEAS,400000,Sell,DEUTSCHE BANK,1/29/2018,1/31/2018,31.1
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1088 HK,CHINA SHENHUA-H,600000,Sell,JEFFERIES HONG KONG LIMITED,1/29/2018,1/31/2018,25.0202
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1088 HK,CHINA SHENHUA-H,626500,Sell,HAITONG SECURITIES COMPANY LIMITED,1/29/2018,1/31/2018,25.253
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1766 HK,CRRC CORP LTD -H,2087000,Sell,BANK OF AMERICA MERRILL LYNCH,1/29/2018,1/31/2018,7.981
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,291 HK,CHINA RESOURCES,200000,Buy,GOLDMAN SACHS,1/30/2018,2/1/2018,29.0285
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1515 HK,CHINA RESOURCES,1079000,Buy,CHINA INTL CAPITAL CORP,1/30/2018,2/1/2018,11.5256
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,288 HK,WH GROUP LTD,3291500,Buy,CLSA LIMITED,1/30/2018,2/1/2018,9.3885
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2338 HK,WEICHAI POWER-H,109000,Sell,MORGAN STANLEY,1/30/2018,2/1/2018,10.2169
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3898 HK,ZHUZHOU CRRC T-H,159700,Sell,CHINA CONSTRUCTION BANK,1/30/2018,2/1/2018,42.7525
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3898 HK,ZHUZHOU CRRC T-H,199700,Sell,GOLDMAN SACHS,1/30/2018,2/1/2018,43.1825
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1169 HK,HAIER ELECTRONIC,200000,Sell,DEUTSCHE BANK,1/30/2018,2/1/2018,26.659
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1169 HK,HAIER ELECTRONIC,775000,Sell,DEUTSCHE BANK,1/30/2018,2/1/2018,26.4772
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1766 HK,CRRC CORP LTD -H,1000000,Sell,GF SECURITIES BROKERAGE LIMITED,1/30/2018,2/1/2018,7.7022
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1766 HK,CRRC CORP LTD -H,1089000,Sell,MORGAN STANLEY,1/30/2018,2/1/2018,7.7408
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3988 HK,BANK OF CHINA-H,3000000,Sell,CHINA MERCHANTS SECS 11490,1/30/2018,2/1/2018,4.72
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,939 HK,CCB-H,3429000,Sell,BANK OF AMERICA MERRILL LYNCH,1/30/2018,2/1/2018,8.9818
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3988 HK,BANK OF CHINA-H,3531000,Sell,CREDIT SUISSE,1/30/2018,2/1/2018,4.7142
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,386 HK,SINOPEC CORP-H,3034000,Buy,CREDIT SUISSE,1/31/2018,2/2/2018,6.7507
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2338 HK,WEICHAI POWER-H,223000,Sell,CITIGROUP GLOBAL MARKET,2/1/2018,2/5/2018,9.6011
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1766 HK,CRRC CORP LTD -H,398000,Sell,GOLDMAN SACHS,2/1/2018,2/5/2018,7.7067
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3988 HK,BANK OF CHINA-H,3000000,Sell,CITIGROUP GLOBAL MARKET,2/1/2018,2/5/2018,4.72
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,PYPL US,PAYPAL HOLDINGS,6500,Buy,CLSA LIMITED,2/1/2018,2/5/2018,77.8248
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,291 HK,CHINA RESOURCES,36000,Buy,CHINA INTL CAPITAL CORP,2/2/2018,2/6/2018,29.1
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2318 HK,PING AN,100000,Buy,CHINA INTL CAPITAL CORP,2/2/2018,2/6/2018,91.1153
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1038 HK,CKI HOLDINGS,378000,Buy,CHINA MERCHANTS SECS 11490,2/2/2018,2/6/2018,69.2275
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,939 HK,CCB-H,400000,Buy,CLSA LIMITED,2/2/2018,2/6/2018,8.92
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,151 HK,WANT WANT CHINA,800000,Buy,CHINA INTL CAPITAL CORP,2/2/2018,2/6/2018,6.6422
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,939 HK,CCB-H,1684000,Buy,CHINA CONSTRUCTION BANK,2/2/2018,2/6/2018,8.8996
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1398 HK,ICBC-H,2000000,Buy,CHINA CONSTRUCTION BANK,2/2/2018,2/6/2018,7.4199
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,939 HK,CCB-H,2000000,Buy,GOLDMAN SACHS,2/2/2018,2/6/2018,8.85
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3988 HK,BANK OF CHINA-H,3000000,Buy,CHINA EVERBRIGHT SECURITIES,2/2/2018,2/6/2018,4.64
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1398 HK,ICBC-H,3489000,Buy,CITIGROUP GLOBAL MARKET,2/2/2018,2/6/2018,7.4478
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3988 HK,BANK OF CHINA-H,3566000,Buy,CITIGROUP GLOBAL MARKET,2/2/2018,2/6/2018,4.646
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1288 HK,ABC-H,4000000,Buy,DEUTSCHE BANK,2/2/2018,2/6/2018,4.7818
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1288 HK,ABC-H,4499000,Buy,CREDIT SUISSE,2/2/2018,2/6/2018,4.77
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,386 HK,SINOPEC CORP-H,4520000,Buy,UBS,2/2/2018,2/6/2018,6.7871
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,PYPL US,PAYPAL HOLDINGS,6500,Buy,CREDIT SUISSE,2/2/2018,2/6/2018,76.8876
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,700 HK,TENCENT,13000,Buy,CLSA LIMITED,2/5/2018,2/7/2018,441
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1299 HK,AIA,70000,Buy,BANK OF AMERICA MERRILL LYNCH,2/5/2018,2/7/2018,64
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,291 HK,CHINA RESOURCES,200000,Buy,CLSA LIMITED,2/5/2018,2/7/2018,29
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1766 HK,CRRC CORP LTD -H,1186000,Sell,CLSA LIMITED,2/5/2018,2/7/2018,7.5597
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,HTHT US,CHINA LODGIN-ADS,7000,Buy,CLSA LIMITED,2/5/2018,2/7/2018,139.58
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,388 HK,HKEX,5200,Buy,CITIGROUP GLOBAL MARKET,2/8/2018,2/12/2018,269
